Partname,PowerW,Speedmms,EnergydensityJmm3,Hatchdistancemm,Layerthickmm,Time,Numpoints,EMapproxmean,EMapproxstd,EMapproxenergy,cD2detailpeak,cD2detailstd,cD2detailenergy,cD2detailentropy,cD2detailvariance,cD2detailskew,cD2detailkurt,cD1detailpeak,cD1detailstd,cD1detailenergy,cD1detailentropy,cD1detailvariance,cD1detailskew,cD1detailkurt,EMADRratio,EManomalydensity
H6_remelt,199,1680,65.81,0.06,0.03,0.48,157184,1662.020529,66.83086822,1.09E+11,66.63249971,17.41754914,11922786.21,-76299206.46,303.371018,0.028032218,-0.180538263,69.59590837,17.81078652,24932229.61,-160708321.3,317.2241164,-0.028291774,-0.248757614,2950.403453,0.001017876
H6_remelt,199,1680,65.81,0.06,0.03,0.51,154624,1662.555724,63.97252689,1.07E+11,64.61442469,17.39842948,11702899.08,-74819350.89,302.7053482,0.035975262,-0.210400121,68.23683485,17.84732951,24627106.94,-158593032.1,318.5271706,-0.023689883,-0.285476246,2945.795338,0.000931255
H6_remelt,199,1680,65.81,0.06,0.03,0.54,159128,1656.599324,63.31871443,1.09E+11,70.07825204,17.41084782,12061029.72,-77152147.89,303.1376217,0.023009793,-0.193957718,69.744471,17.80216702,25216206.41,-162392854.1,316.9171507,-0.016704353,-0.264528097,2933.367388,0.001030578
H6_remelt,199,1680,65.81,0.06,0.03,0.57,155136,1670.517183,69.83665565,1.08E+11,75.92214748,17.43248622,11787752.09,-75416515.62,303.8915759,0.031212256,-0.189789646,69.06429364,17.82592999,24649297.89,-158845393.3,317.76378,-0.026572701,-0.25456941,2975.94993,0.001198902
H6_remelt,199,1680,65.81,0.06,0.03,0.6,148992,1670.986358,68.37263291,1.04E+11,72.37805776,17.50133385,11410578.06,-73144821.75,306.2966867,0.027525728,-0.177320475,79.48170021,17.90911624,23894707.43,-154235683.6,320.7364446,-0.012338534,-0.243743199,2951.16737,0.001261762
H6_remelt,199,1680,65.81,0.06,0.03,0.63,156288,1665.204108,66.75857101,1.09E+11,71.32284665,17.54828216,12033602.82,-77132972.98,307.9422069,0.04411731,-0.197891028,66.46487132,17.85002283,24899514.42,-160490866.7,318.6233151,-0.02467762,-0.276189415,2938.580889,0.000908544
H6_remelt,199,1680,65.81,0.06,0.03,0.66,151954,1665.022336,64.61139481,1.05E+11,74.01385417,17.57932931,11741094.24,-75342437.81,309.032819,0.04403169,-0.195393849,69.5405948,17.90265071,24351971.5,-157170182.3,320.5049023,-0.030842435,-0.252348312,2922.627242,0.00126349
H6_remelt,199,1680,65.81,0.06,0.03,0.69,150847,1662.360124,66.23034724,1.04E+11,70.58754106,17.5388408,11602181.99,-74366641.2,307.6109365,0.017595933,-0.193808897,70.47947649,17.82394838,23962667.6,-154441085.8,317.6931358,-0.013192465,-0.253836999,2935.318334,0.000994339
H6_remelt,199,1680,65.81,0.06,0.03,0.72,156585,1670.411059,69.17102577,1.09E+11,67.35399932,17.46279872,11939121.23,-76419424.31,304.9493392,0.020840677,-0.197478343,72.92674866,17.94986511,25226799.24,-163057575.8,322.1976574,-0.018363353,-0.243520661,2944.345359,0.001072852
H6_remelt,199,1680,65.81,0.06,0.03,0.75,148480,1671.468544,68.17748035,1.04E+11,71.32415095,17.4448446,11298077.22,-72290665.79,304.322603,0.045307864,-0.19017617,69.5740888,17.89432334,23773131.03,-153365220.6,320.2068077,-0.012190732,-0.258658861,2962.334543,0.001346928
H6_remelt,199,1680,65.81,0.06,0.03,0.78,156393,1664.860928,67.14394507,1.09E+11,73.77648859,17.62135407,12141968.87,-77874730.41,310.5121192,0.040680529,-0.217473634,69.68636428,17.89277954,25035975,-161547573.4,320.1515596,-0.025086444,-0.259228321,2920.02416,0.001074169
H6_remelt,199,1680,65.81,0.06,0.03,0.81,157538,1662.333295,64.87450381,1.09E+11,73.82578536,17.52683727,12099913.13,-77562202.05,307.1900249,0.03236993,-0.195527088,68.72560282,17.8682667,25149927.07,-162248648.8,319.2749548,-0.023023146,-0.251658898,2926.494377,0.001193317
H6_remelt,199,1680,65.81,0.06,0.03,0.84,155411,1663.214216,65.87256685,1.08E+11,69.19291727,17.48312466,11877449.36,-75997328.5,305.6596478,0.035743755,-0.20695297,67.30328702,17.89879365,24895400.45,-160745439.4,320.3668141,-0.018838943,-0.23680701,2927.724685,0.001325458
H6_remelt,199,1680,65.81,0.06,0.03,0.87,161739,1667.973374,70.19074451,1.13E+11,72.93942515,17.44283199,12304014.44,-78761109.03,304.2523878,0.035767455,-0.179608417,77.87361879,17.9475216,26050358.29,-168311316.4,322.1135315,-0.017179469,-0.242130518,2938.616277,0.001211776
H6_remelt,199,1680,65.81,0.06,0.03,0.9,157184,1667.325854,67.71034777,1.09E+11,69.82494309,17.52712755,12073285.58,-77373770.15,307.2002002,0.030533414,-0.197182356,69.16294112,17.93459862,25280113.69,-163218616.6,321.6498275,-0.022168647,-0.258863542,2929.746753,0.001234175
H6_remelt,199,1680,65.81,0.06,0.03,0.93,156087,1665.03911,68.03737735,1.08E+11,73.49709194,17.46492118,11904198.01,-76230766.63,305.0234717,0.032936732,-0.202491616,71.00208682,18.01439752,25327918.85,-163956305.5,324.5185179,-0.014727954,-0.229538124,2910.856976,0.001178777
H6_remelt,199,1680,65.81,0.06,0.03,0.96,150431,1666.229891,65.03874388,1.05E+11,79.21236065,17.52282362,11549050.82,-74092718.04,307.0493475,0.028139514,-0.167540466,75.98451831,18.00385884,24381407.29,-157646264.9,324.1389333,-0.001657703,-0.254038081,2910.759037,0.000930616
H6_remelt,199,1680,65.81,0.06,0.03,0.99,156571,1665.072427,66.25874302,1.09E+11,72.77526509,17.642394,12185067.25,-78316387.7,311.254066,0.041108912,-0.185233216,65.744832,17.9766332,25299862.73,-163489373.5,323.1593411,-0.01646164,-0.264805971,2900.055429,0.000970762
H6_remelt,199,1680,65.81,0.06,0.03,1.02,153600,1671.695191,69.20925993,1.08E+11,69.62834476,17.45857018,11706038.1,-74948413.59,304.8016728,0.032579142,-0.195866157,71.33069569,18.09638997,25151454.5,-162904764.6,327.4793299,-0.018593731,-0.25619912,2916.889104,0.001015585
H6_remelt,199,1680,65.81,0.06,0.03,1.05,159804,1665.631551,68.19673343,1.11E+11,75.62194413,17.65245573,12450815.83,-80068391.6,311.6091934,0.017400188,-0.152017135,70.77165407,18.0218102,25951998.43,-167976492.5,324.7856431,-0.029972913,-0.236330749,2891.373912,0.001076278
H6_remelt,199,1680,65.81,0.06,0.03,1.08,156577,1664.877965,65.29721851,1.09E+11,70.63293691,17.51657405,12012109.81,-77037065.92,306.8303666,0.04414154,-0.158734573,75.69794046,18.0569734,25527448.29,-165248692.9,326.0542884,-0.025699259,-0.244491975,2895.101968,0.001085679
H6_remelt,199,1680,65.81,0.06,0.03,1.11,150698,1665.372105,64.21963094,1.05E+11,72.79231572,17.52362474,11570370.43,-74392006.69,307.0774239,0.032778158,-0.092784579,75.03192433,18.07147872,24608334.81,-159304130.7,326.578343,-0.016883451,-0.252573274,2892.772225,0.001327105
H6_remelt,199,1680,65.81,0.06,0.03,1.14,154624,1667.838151,68.04972116,1.08E+11,69.27592743,17.52147467,11869022.38,-76139440.52,307.0020747,0.027940198,-0.176794133,67.7779159,18.08545907,25288587.11,-163673650,327.0838298,-0.029308542,-0.273645635,2899.048685,0.000918321
H6_remelt,199,1680,65.81,0.06,0.03,1.17,155648,1671.18925,68.76781453,1.09E+11,67.49638377,17.49347604,11909470.78,-76318922.56,306.021704,0.028891423,-0.199078804,68.79959635,18.04312071,25337008.61,-164016634.3,325.554205,-0.029618499,-0.248071799,2923.076196,0.001002223
H6_remelt,199,1680,65.81,0.06,0.03,1.2,156672,1666.948128,65.90043877,1.09E+11,71.08261904,17.63920871,12188452.35,-78377319.86,311.1416839,0.029447234,-0.164116825,73.63645505,18.11648453,25711410.44,-166582399.2,328.2070118,-0.026646706,-0.256563373,2876.547813,0.000995673
H6_remelt,199,1680,65.81,0.06,0.03,1.23,155264,1665.982249,65.42879915,1.08E+11,71.46436452,17.5942534,12017343.26,-77155806.38,309.5577528,0.039982824,-0.187681312,71.74111905,18.06725101,25342048.51,-164104944.5,326.4255592,-0.027998545,-0.245920638,2888.530786,0.001326721
H6_remelt,199,1680,65.81,0.06,0.03,1.26,149749,1663.918791,62.17933614,1.04E+11,78.08118717,17.58592767,11579511.21,-74393781.06,309.2648521,0.031641764,-0.157575382,65.96873479,18.06058749,24424235.04,-158164016.2,326.1848205,-0.037618257,-0.254894879,2883.245682,0.000974919
H6_remelt,199,1680,65.81,0.06,0.03,1.29,157119,1668.257576,70.34881928,1.10E+11,66.47643173,17.72563497,12343361.45,-79566999.21,314.198135,0.03560071,-0.147922295,78.35427692,18.06686704,25644132.59,-165922497.8,326.4116845,-0.028508622,-0.265076244,2883.260702,0.001145577
H6_remelt,199,1680,65.81,0.06,0.03,1.32,158720,1668.806885,68.50269522,1.11E+11,71.35512853,17.56378672,12242293.55,-78562900.49,308.4866039,0.032553317,-0.192037613,71.44186009,18.1553475,26159388.79,-169654734.9,329.616643,-0.037085742,-0.247395755,2882.832937,0.001108829
H6_remelt,199,1680,65.81,0.06,0.03,1.35,152576,1667.645239,66.12651756,1.06E+11,75.95189001,17.61977919,11843628.85,-76088228.22,310.4566186,0.020924703,-0.171981396,70.44207462,18.1190838,25046438.54,-162257530.5,328.3011977,-0.012094569,-0.254594702,2880.47005,0.00114037
H6_remelt,199,1680,65.81,0.06,0.03,1.38,154624,1665.62504,64.62537861,1.07E+11,68.81421481,17.51161942,11855678.2,-75955104.18,306.6568149,0.038199904,-0.196094874,71.81911406,18.17838026,25549114.76,-165634885.7,330.453509,-0.023955556,-0.265573023,2871.796128,0.00107353
H6_remelt,199,1680,65.81,0.06,0.03,1.41,148907,1662.402838,61.56308222,1.03E+11,72.23672349,17.59709281,11529181.02,-74044175.01,309.6576755,0.057109273,-0.175770104,72.2884885,18.07478837,24324998.57,-157555197.6,326.6979746,-0.022484118,-0.250237634,2873.719063,0.000926709
H6_remelt,199,1680,65.81,0.06,0.03,1.44,155648,1670.038912,70.44829833,1.09E+11,69.25161013,17.62031916,12082836.37,-77648496.75,310.4756474,0.048092512,-0.172503422,69.12061986,18.10976816,25524454.69,-165502221.4,327.9637029,-0.03482958,-0.226314408,2891.296337,0.001246354
H6_remelt,199,1680,65.81,0.06,0.03,1.47,150068,1671.874578,69.54245993,1.05E+11,77.33140925,17.5850575,11603087.54,-74442238.12,309.2342473,0.036233839,-0.191986085,73.01432951,18.06926935,24499493.7,-158732852,326.498495,-0.02447336,-0.232094378,2910.086339,0.001159428
H6_remelt,199,1680,65.81,0.06,0.03,1.5,156472,1666.095291,68.96539035,1.09E+11,74.28901053,17.64141225,12176138.98,-78303182.35,311.2194261,0.021966689,-0.154406714,73.96965039,18.09437681,25616107.41,-165981128.4,327.4064723,-0.029302964,-0.243923586,2878.542238,0.001252572
H6_remelt,199,1680,65.81,0.06,0.03,1.53,157435,1664.998641,66.20140581,1.09E+11,74.5974446,17.64380106,12254185.34,-78830882.43,311.303716,0.025031634,-0.154085285,67.94685332,18.09330665,25770735.67,-166853922.7,327.3677457,-0.036293965,-0.269482051,2874.38347,0.001016247
H6_remelt,199,1680,65.81,0.06,0.03,1.56,156987,1660.467152,64.60777519,1.08E+11,75.02150409,17.68869818,12281647.31,-79003112.75,312.8900434,0.050680353,-0.168818738,76.61362313,18.0643283,25615245.89,-165974164.8,326.3199571,-0.03399465,-0.228189753,2860.064047,0.001184759
H6_remelt,199,1680,65.81,0.06,0.03,1.59,157184,1669.707724,71.66736854,1.10E+11,68.89611652,17.66853417,12268898.87,-78953049.66,312.1770996,0.038656153,-0.150334906,86.7988129,18.1536364,25901485.96,-167975810.5,329.5545145,-0.027067525,-0.234036754,2875.79115,0.001259622
H6_remelt,199,1680,65.81,0.06,0.03,1.62,149504,1672.864419,67.68492656,1.05E+11,71.80694312,17.74207451,11766837.61,-75821657.8,314.7812079,0.035574642,-0.138839376,72.26755362,18.07110217,24412379.92,-158048963.8,326.5647338,-0.023019751,-0.266306733,2896.167093,0.00085613
H6_remelt,199,1680,65.81,0.06,0.03,1.65,156055,1666.423941,68.21080082,1.09E+11,72.82614125,17.55103274,12019688.95,-77047575.24,308.0387504,0.026603345,-0.21136938,75.19296969,18.10761097,25585241.48,-165764669.6,327.885575,-0.026651482,-0.255568877,2886.219618,0.00106368
H6_remelt,199,1680,65.81,0.06,0.03,1.68,152004,1666.395651,66.35348748,1.06E+11,70.15094393,17.59479863,11765834.02,-75510473.26,309.5769389,0.043310961,-0.203617972,69.41197754,18.19266358,25155619.26,-163264964.8,330.973008,-0.039926356,-0.23518712,2862.975689,0.001210447
H6_remelt,199,1680,65.81,0.06,0.03,1.71,151121,1663.566385,64.45867079,1.05E+11,69.55608036,17.68947375,11823703.41,-76076943.55,312.9174814,0.042293868,-0.165552268,72.40420193,18.14439386,24877117.63,-161312209.3,329.2190287,-0.036397196,-0.242578585,2853.48411,0.001270446
H6_remelt,199,1680,65.81,0.06,0.03,1.74,158752,1669.45742,70.89624886,1.11E+11,69.02502939,17.61002073,12309313.2,-79041658.83,310.1128303,0.030550883,-0.194971521,72.32914903,18.10098162,26008313.44,-168376815.3,327.6455355,-0.026679505,-0.261940889,2892.334543,0.00119679
H6_remelt,199,1680,65.81,0.06,0.03,1.77,170624,1664.977222,71.7217473,1.18E+11,65.97659189,17.53405177,13115878.37,-84063417.6,307.4429715,0.032465429,-0.199743942,65.95590166,18.13904707,28070774.51,-182013877.4,329.0250285,-0.034478972,-0.249636127,2876.711146,0.001125242
H6_remelt,199,1680,65.81,0.06,0.03,1.8,156115,1666.745466,67.29642918,1.09E+11,69.2939049,17.66991234,12187442.41,-78271373,312.2258021,0.031090117,-0.199545251,79.50071674,18.12052067,25631597.79,-166151242.5,328.3532693,-0.027815513,-0.234717636,2871.960998,0.001345102
H6_remelt,199,1680,65.81,0.06,0.03,1.83,159360,1664.234777,68.03646869,1.11E+11,76.79032096,17.62158341,12372750.77,-79462922.02,310.520202,0.041014338,-0.187074215,79.47710304,18.17687603,26327225.42,-170679941.3,330.3988224,-0.016996767,-0.255429291,2856.390301,0.001242423
H6_remelt,199,1680,65.81,0.06,0.03,1.86,158635,1661.744988,67.4421667,1.10E+11,71.33099101,17.51797676,12172092.67,-78020150.67,306.8795098,0.026619285,-0.195157477,70.15992038,18.08199655,25934823.28,-167999096.8,326.9585991,-0.03240025,-0.245409574,2878.963931,0.00100856
H6_remelt,199,1680,65.81,0.06,0.03,1.89,154027,1673.366164,70.04780757,1.08E+11,71.36450353,17.46320569,11744766.58,-75236497.53,304.9635529,0.029692363,-0.179002259,68.41908222,18.13505635,25329609.44,-164245356.3,328.8802687,-0.030518304,-0.243254372,2913.832178,0.001103652
H6_remelt,199,1680,65.81,0.06,0.03,1.92,152503,1670.729265,70.03770837,1.07E+11,75.51135754,17.5679053,11768425.5,-75550040.4,308.6312965,0.015673053,-0.171321826,73.19086906,18.19004689,25231231.15,-163795430.8,330.877806,-0.02274957,-0.236145886,2881.742602,0.001035998
H6_remelt,199,1680,65.81,0.06,0.03,1.95,155837,1667.553573,66.80576162,1.09E+11,77.62716091,17.5676977,12025225.63,-77162331.63,308.6240023,0.026327262,-0.169736616,70.64182021,18.14022777,25641642.26,-166210480.2,329.0678634,-0.024183196,-0.246363686,2881.111656,0.001296168
H6_remelt,199,1680,65.81,0.06,0.03,1.98,150528,1667.572364,64.27180529,1.05E+11,73.57584476,17.53127133,11567674.62,-74209359.55,307.3454743,0.008020006,-0.162512729,69.87582627,18.22023567,24986959.44,-162254750.8,331.976988,-0.027031961,-0.244083904,2867.388909,0.000969881
H6_remelt,199,1680,65.81,0.06,0.03,2.01,156426,1664.510553,65.53731245,1.09E+11,77.36442649,17.62577891,12150554.57,-78047083.57,310.6680822,0.038101946,-0.177093307,69.91282,18.13291155,25717616.76,-166795015.1,328.8024813,-0.027384265,-0.234430007,2865.96208,0.00115066
H6_remelt,199,1680,65.81,0.06,0.03,2.04,156059,1671.033407,69.97371223,1.09E+11,68.6271964,17.59435805,12079229.91,-77621132.13,309.5614353,0.01982412,-0.144529664,75.74339442,18.13296958,25657641.34,-166389728.9,328.8045859,-0.028862419,-0.235164537,2892.360999,0.001038022
H6_remelt,199,1680,65.81,0.06,0.03,2.07,148480,1672.164262,67.88903942,1.04E+11,75.17080035,17.43071794,11279695.1,-72227468.92,303.8299279,0.028812043,-0.164873244,68.97464787,18.16551283,24499203.29,-158896950.9,329.9858564,-0.049889367,-0.242556981,2906.11395,0.001185297
H6_remelt,199,1680,65.81,0.06,0.03,2.1,157312,1665.868879,66.00678939,1.09E+11,68.77614123,17.6285148,12223427.23,-78577445.42,310.7645341,0.043122107,-0.154719396,67.76848255,18.14510039,25898056.93,-167957675.9,329.244668,-0.027904162,-0.246038694,2867.808866,0.001169606
H6_remelt,199,1680,65.81,0.06,0.03,2.13,164864,1661.713761,67.48917666,1.14E+11,74.58707835,17.57895841,12738109.14,-81807216.82,309.0197789,0.012549148,-0.151532344,69.35500039,18.14364156,27136920.41,-176018096.9,329.1917292,-0.038061941,-0.234220544,2859.207818,0.001237339
H6_remelt,199,1680,65.81,0.06,0.03,2.16,149504,1668.123849,66.33034254,1.04E+11,69.36308814,17.44552982,11376945.52,-72861537.59,304.3465107,0.030456096,-0.176611997,68.79276833,18.17965531,24706534.74,-160191382.7,330.4998671,-0.046690025,-0.271802284,2887.255475,0.001043408
H6_remelt,199,1680,65.81,0.06,0.03,2.19,158037,1670.685812,71.13288835,1.10E+11,71.40796234,17.65507741,12316651.9,-79189865.91,311.7017584,0.03615657,-0.178441369,71.48464726,18.11471425,25930507.03,-167880152.6,328.1428723,-0.028036149,-0.279324423,2888.869761,0.000961757
H6_remelt,199,1680,65.81,0.06,0.03,2.22,154086,1669.278083,67.60462573,1.08E+11,72.92839286,17.56991631,11893294.99,-76380529.86,308.7019591,0.046901634,-0.167569397,75.44694154,18.18382166,25475413.29,-165382731,330.65137,-0.025183067,-0.231860146,2877.497541,0.001064299
H6_remelt,199,1680,65.81,0.06,0.03,2.25,155622,1666.044974,65.38188632,1.08E+11,74.21867036,17.57390256,12017071.62,-77179972.65,308.8420512,0.039741124,-0.164457298,72.41416885,18.1668881,25681439.93,-166680344.2,330.0358231,-0.028687986,-0.229283239,2869.318773,0.001208009
H6_remelt,199,1680,65.81,0.06,0.03,2.28,146432,1668.666876,65.84033208,1.02E+11,70.06935025,17.6198093,11366869.72,-73086733.8,310.4576796,0.021933325,-0.135568056,73.34840045,18.20826652,24275567.41,-157590954.1,331.5409697,-0.030996018,-0.249568289,2864.724193,0.001297477
H6_remelt,199,1680,65.81,0.06,0.03,2.31,156672,1669.814493,69.61394644,1.09E+11,70.306917,17.5221385,12027199.34,-77084689.94,307.0253375,0.04525586,-0.189190413,68.97798063,18.14904504,25803935.32,-167332461,329.3878357,-0.024579896,-0.249412489,2892.198372,0.001123323
H6_remelt,199,1680,65.81,0.06,0.03,2.34,151816,1674.571426,71.41489988,1.07E+11,74.75223433,17.51136237,11640045.58,-74616685.5,306.647812,0.02820493,-0.185551289,70.61819811,18.18490352,25103082.74,-162896293.8,330.6907161,-0.02108974,-0.245557611,2902.252117,0.001106559
H6_remelt,199,1680,65.81,0.06,0.03,2.37,154624,1669.481648,69.39180142,1.08E+11,69.27298903,17.57357185,11939821.23,-76635440.16,308.8304276,0.048540357,-0.170738922,69.10928856,18.11461148,25370127.5,-164404109.9,328.1391489,-0.033202884,-0.251062617,2893.086286,0.001215805
H6_remelt,199,1680,65.81,0.06,0.03,2.4,154934,1667.762834,67.51867288,1.08E+11,69.27790677,17.54464461,11924121.36,-76496402.22,307.8145545,0.012865102,-0.1790691,75.33873182,18.08622053,25341322.83,-164202400.1,327.1113731,-0.022303685,-0.240875625,2896.080983,0.00101975
H6_remelt,199,1680,65.81,0.06,0.03,2.43,159617,1662.496096,66.19682029,1.10E+11,70.91764278,17.51545771,12243805.48,-78534021.26,306.7912586,0.048775039,-0.1643902,73.87097153,18.13173722,26239054.5,-169986314.6,328.7598945,-0.025769156,-0.265669404,2870.865068,0.001152709
H6_remelt,199,1680,65.81,0.06,0.03,2.46,155132,1672.364285,70.42540332,1.09E+11,68.29271585,17.5297608,11919271.93,-76418817.82,307.2925136,0.035141876,-0.177826506,76.96705226,18.20359921,25704383.55,-166778815.7,331.371024,-0.032604843,-0.260606206,2888.468561,0.001018448
H6_remelt,199,1680,65.81,0.06,0.03,2.49,151168,1675.099302,70.16251586,1.06E+11,74.48622584,17.52600304,11609842,-74520658.34,307.1607825,0.045156691,-0.136361354,67.34877272,18.19922331,25035305.38,-162505504.7,331.2117289,-0.041984674,-0.247135423,2899.23376,0.001071613
H6_remelt,199,1680,65.81,0.06,0.03,2.52,155648,1670.235226,69.12026514,1.09E+11,71.70083235,17.56543159,12007816.74,-77094880.82,308.5443868,0.025550197,-0.157653776,68.39934539,18.15947806,25664774.64,-166467068.6,329.7666433,-0.032693316,-0.245079178,2886.770595,0.001092166
H6_remelt,199,1680,65.81,0.06,0.03,2.55,155392,1668.273313,68.15604622,1.08E+11,70.46422863,17.6496594,12103119.44,-77777662.36,311.5104768,0.02103424,-0.193208637,74.4987306,18.13668019,25558422.34,-165668457.1,328.9391682,-0.019566189,-0.247744773,2875.975164,0.001261277
H6_remelt,199,1680,65.81,0.06,0.03,2.58,149896,1664.714783,64.27444355,1.04E+11,68.45257786,17.69365517,11733379.62,-75525928.2,313.0654334,0.033708181,-0.15610359,66.69644267,18.1321832,24642095.17,-159671020.9,328.7760677,-0.031626705,-0.263071637,2859.604206,0.000947286
H6_remelt,199,1680,65.81,0.06,0.03,2.61,155586,1673.815287,69.74869098,1.09E+11,74.45056926,17.57393621,12014384.02,-77078854.55,308.8432338,0.027128958,-0.175215121,69.20648058,18.15448681,25640495.48,-166243327.6,329.5853914,-0.027249484,-0.248260841,2899.399308,0.001156872
H6_remelt,199,1680,65.81,0.06,0.03,2.64,161792,1669.982846,71.67541287,1.13E+11,72.97703323,17.55690217,12469477.47,-80053234.53,308.2448137,0.027088566,-0.171124921,73.96081609,18.14339295,26630693.01,-172823199.6,329.1827078,-0.037540837,-0.222236037,2890.649181,0.001063054
H6_remelt,199,1680,65.81,0.06,0.03,2.67,156601,1667.382374,68.24514325,1.09E+11,86.22990387,17.71454141,12287034.21,-79150485.63,313.8049775,0.023798679,-0.129076461,69.94637298,18.14595719,25783681.7,-167271577.1,329.2757624,-0.034468808,-0.241102933,2864.135295,0.001136596
H6_remelt,199,1680,65.81,0.06,0.03,2.7,156114,1666.152647,67.82252383,1.09E+11,78.38047399,17.63727346,12142200.68,-78047036.41,311.0734152,0.018646765,-0.150818807,74.51391542,18.15009522,25715276.07,-166746493.3,329.4259565,-0.021001611,-0.242724822,2867.007742,0.001293877
H6_remelt,199,1680,65.81,0.06,0.03,2.73,156672,1658.900767,64.46648575,1.08E+11,70.56509715,17.55564078,12073328.16,-77474973.09,308.2005232,0.047093707,-0.176139498,71.887191,18.14551927,25793905.24,-167203191,329.2598695,-0.029443389,-0.255514666,2851.145874,0.001238208
H6_remelt,199,1680,65.81,0.06,0.03,2.76,162195,1670.550604,71.42954198,1.13E+11,68.95829989,17.50691241,12429475.84,-79716867.13,306.491982,0.046414256,-0.165255892,70.66503366,18.18101363,26807878.04,-173897408.8,330.5492568,-0.028840696,-0.257545792,2889.658577,0.001023415
H6_remelt,199,1680,65.81,0.06,0.03,2.79,149504,1675.117822,68.82506189,1.05E+11,69.646596,17.53862804,11498534.6,-73759693.83,307.6034734,0.040149749,-0.192396297,71.49925888,18.11104397,24520473.71,-158790516.7,328.0099137,-0.027709016,-0.260630129,2917.040131,0.000963146
H6_remelt,199,1680,65.81,0.06,0.03,2.82,155689,1668.603155,67.86897304,1.09E+11,76.61514406,17.53105613,11963743.78,-76768311.37,307.3379291,0.044447414,-0.141584111,66.23083907,18.20010548,25786715.09,-167295653.1,331.2438396,-0.03668121,-0.26193758,2875.760521,0.000924879
H6_remelt,199,1680,65.81,0.06,0.03,2.85,155648,1667.193627,66.81356064,1.08E+11,78.47935801,17.55556217,11994146.18,-76945259.98,308.1977629,0.020762362,-0.182092749,64.6090085,18.17235684,25701194.8,-166806591.2,330.2345532,-0.029004138,-0.244524996,2874.224567,0.000950827
